AWHISG00000000053.1	PS00221	Major intrinsic protein, conserved site
AWHISG00000000053.1	PTHR19139	Aquaporin transporter
AWHISG00000000053.1	SSF81338	Aquaporin-like
AWHISG00000000053.1	TIGR00861	Major intrinsic protein
AWHISG00000000054.1	cd00333	Major intrinsic protein
AWHISG00000000054.1	G3DSA:1.20.1080.10	Aquaporin-like
AWHISG00000000054.1	PF00230	Major intrinsic protein
AWHISG00000000054.1	PR00783	Major intrinsic protein
AWHISG00000000054.1	PS00221	Major intrinsic protein, conserved site
AWHISG00000000054.1	PTHR19139	Aquaporin transporter
AWHISG00000000054.1	SSF81338	Aquaporin-like
AWHISG00000000055.1	PF00641	Zinc finger, RanBP2-type
AWHISG00000000055.1	PS01358	Zinc finger, RanBP2-type
AWHISG00000000055.1	PS50199	Zinc finger, RanBP2-type
AWHISG00000000055.1	SM00547	Zinc finger, RanBP2-type
AWHISG00000000055.1	SSF90209	Zinc finger, RanBP2-type superfamily
AWHISG00000000055.2	PF00641	Zinc finger, RanBP2-type
AWHISG00000000055.2	PS01358	Zinc finger, RanBP2-type
AWHISG00000000055.2	PS50199	Zinc finger, RanBP2-type
AWHISG00000000055.2	SM00547	Zinc finger, RanBP2-type
AWHISG00000000055.2	SSF90209	Zinc finger, RanBP2-type superfamily
AWHISG00000000055.3	PF00641	Zinc finger, RanBP2-type
AWHISG00000000055.3	PS01358	Zinc finger, RanBP2-type
AWHISG00000000055.3	PS50199	Zinc finger, RanBP2-type
AWHISG00000000055.3	SM00547	Zinc finger, RanBP2-type
AWHISG00000000055.3	SSF90209	Zinc finger, RanBP2-type superfamily
AWHISG00000000056.1	cd02076	P-type ATPase, subfamily IIIA
AWHISG00000000056.1	G3DSA:3.40.1110.10	P-type ATPase, cytoplasmic domain N
AWHISG00000000056.1	G3DSA:3.40.50.1000	HAD superfamily
AWHISG00000000056.1	PF00690	Cation-transporting P-type ATPase, N-terminal
AWHISG00000000056.1	PR00120	P-type ATPase
AWHISG00000000056.1	PS00154	P-type ATPase, phosphorylation site
AWHISG00000000056.1	SFLDF00027	P-type ATPase, haloacid dehalogenase domain
AWHISG00000000056.1	SM00831	Cation-transporting P-type ATPase, N-terminal
AWHISG00000000056.1	SSF56784	HAD-like superfamily
AWHISG00000000056.1	SSF81653	P-type ATPase, A domain superfamily
AWHISG00000000056.1	SSF81665	P-type ATPase, transmembrane domain superfamily
AWHISG00000000056.1	TIGR01494	P-type ATPase
AWHISG00000000056.1	TIGR01647	P-type ATPase, subfamily IIIA
AWHISG00000000057.1	cd02076	P-type ATPase, subfamily IIIA
AWHISG00000000057.1	G3DSA:3.40.1110.10	P-type ATPase, cytoplasmic domain N
AWHISG00000000057.1	G3DSA:3.40.50.1000	HAD superfamily
AWHISG00000000057.1	PF00690	Cation-transporting P-type ATPase, N-terminal
AWHISG00000000057.1	PR00120	P-type ATPase
AWHISG00000000057.1	PS00154	P-type ATPase, phosphorylation site
AWHISG00000000057.1	SFLDF00027	P-type ATPase, haloacid dehalogenase domain
AWHISG00000000057.1	SM00831	Cation-transporting P-type ATPase, N-terminal
AWHISG00000000057.1	SSF56784	HAD-like superfamily
AWHISG00000000057.1	SSF81653	P-type ATPase, A domain superfamily
AWHISG00000000057.1	SSF81665	P-type ATPase, transmembrane domain superfamily
AWHISG00000000057.1	TIGR01494	P-type ATPase
AWHISG00000000057.1	TIGR01647	P-type ATPase, subfamily IIIA
AWHISG00000000058.1	cd02076	P-type ATPase, subfamily IIIA
AWHISG00000000058.1	G3DSA:3.40.1110.10	P-type ATPase, cytoplasmic domain N
AWHISG00000000058.1	G3DSA:3.40.50.1000	HAD superfamily
AWHISG00000000058.1	PF00690	Cation-transporting P-type ATPase, N-terminal
AWHISG00000000058.1	PR00120	P-type ATPase
AWHISG00000000058.1	PS00154	P-type ATPase, phosphorylation site
AWHISG00000000058.1	SFLDF00027	P-type ATPase, haloacid dehalogenase domain
AWHISG00000000058.1	SM00831	Cation-transporting P-type ATPase, N-terminal
AWHISG00000000058.1	SSF56784	HAD-like superfamily
AWHISG00000000058.1	SSF81653	P-type ATPase, A domain superfamily
AWHISG00000000058.1	SSF81665	P-type ATPase, transmembrane domain superfamily
AWHISG00000000058.1	TIGR01494	P-type ATPase
AWHISG00000000058.1	TIGR01647	P-type ATPase, subfamily IIIA
AWHISG00000000059.1	cd02568	Pseudouridine synthase PUS1/ PUS2-like
AWHISG00000000059.1	G3DSA:3.30.70.580	Pseudouridine synthase TruA/RsuA/RluB/E/F, N-terminal
AWHISG00000000059.1	G3DSA:3.30.70.660	Pseudouridine synthase I, TruA, C-terminal
AWHISG00000000059.1	PF01416	Pseudouridine synthase I, TruA, alpha/beta domain
AWHISG00000000059.1	PTHR11142	Pseudouridine synthase I, TruA
AWHISG00000000059.1	SSF55120	Pseudouridine synthase, catalytic domain superfamily
AWHISG00000000059.1	TIGR00071	Pseudouridine synthase I, TruA
AWHISG00000000060.1	cd00195	Ubiquitin-conjugating enzyme E2
AWHISG00000000060.1	G3DSA:3.10.110.10	Ubiquitin-conjugating enzyme/RWD-like
AWHISG00000000060.1	PF00179	Ubiquitin-conjugating enzyme E2
AWHISG00000000060.1	PS50127	Ubiquitin-conjugating enzyme E2
AWHISG00000000060.1	SSF54495	Ubiquitin-conjugating enzyme/RWD-like
AWHISG00000000061.1	PF14735	HAUS augmin-like complex subunit 4
AWHISG00000000061.1	PTHR16219	HAUS augmin-like complex subunit 4
AWHISG00000000062.1	cd02199	Endoribonuclease L-PSP/chorismate mutase-like
AWHISG00000000062.1	G3DSA:3.30.1330.40	RutC-like superfamily
AWHISG00000000062.1	PF14588	Endoribonuclease L-PSP/chorismate mutase-like
AWHISG00000000062.1	PTHR43760	Endoribonuclease L-PSP/chorismate mutase-like
AWHISG00000000062.1	SSF55298	RutC-like superfamily
AWHISG00000000062.3	cd02199	Endoribonuclease L-PSP/chorismate mutase-like
AWHISG00000000062.3	G3DSA:3.30.1330.40	RutC-like superfamily
AWHISG00000000062.3	PF14588	Endoribonuclease L-PSP/chorismate mutase-like
AWHISG00000000062.3	PTHR43760	Endoribonuclease L-PSP/chorismate mutase-like
AWHISG00000000062.3	SSF55298	RutC-like superfamily
AWHISG00000000066.1	G3DSA:3.30.420.10	Ribonuclease H superfamily
AWHISG00000000066.1	PF02170	PAZ domain
AWHISG00000000066.1	PF02171	Piwi domain
AWHISG00000000066.1	PS50821	PAZ domain
AWHISG00000000066.1	PS50822	Piwi domain
AWHISG00000000066.1	SM00949	PAZ domain
AWHISG00000000066.1	SM00950	Piwi domain
AWHISG00000000066.1	SSF101690	PAZ domain superfamily
AWHISG00000000066.1	SSF53098	Ribonuclease H-like superfamily
AWHISG00000000066.2	G3DSA:3.30.420.10	Ribonuclease H superfamily
AWHISG00000000066.2	PF02170	PAZ domain
AWHISG00000000066.2	PF02171	Piwi domain
AWHISG00000000066.2	PS50821	PAZ domain
AWHISG00000000066.2	PS50822	Piwi domain
AWHISG00000000066.2	SM00949	PAZ domain
AWHISG00000000066.2	SM00950	Piwi domain
AWHISG00000000066.2	SSF101690	PAZ domain superfamily
AWHISG00000000066.2	SSF53098	Ribonuclease H-like superfamily
AWHISG00000000069.1	G3DSA:1.50.10.10	Six-hairpin glycosidase-like superfamily
AWHISG00000000069.1	G3DSA:3.40.50.880	Class I glutamine amidotransferase-like
AWHISG00000000070.1	PTHR13257	Nucleoporin NUP88/NUP82
AWHISG00000000074.1	G3DSA:3.80.10.10	Leucine-rich repeat domain superfamily
AWHISG00000000074.1	PF13516	Leucine-rich repeat
AWHISG00000000075.1	G3DSA:1.50.10.10	Six-hairpin glycosidase-like superfamily
AWHISG00000000075.1	G3DSA:3.40.50.880	Class I glutamine amidotransferase-like
AWHISG00000000076.1	G3DSA:1.10.490.10	Globin/Protoglobin
AWHISG00000000076.1	SSF46458	Globin-like superfamily
AWHISG00000000078.1	PF03159	Xrn1, N-terminal
AWHISG00000000078.1	PF17846	Xrn1, helical domain
AWHISG00000000078.1	PTHR12341	5'-3' exoribonuclease
AWHISG00000000079.1	PF17846	Xrn1, helical domain
AWHISG00000000079.1	PTHR12341	5'-3' exoribonuclease
AWHISG00000000080.1	PF17846	Xrn1, helical domain
AWHISG00000000081.1	cd02808	Glutamate synthase domain
AWHISG00000000081.1	G3DSA:3.20.20.70	Aldolase-type TIM barrel
AWHISG00000000081.1	PF01645	Glutamate synthase domain
AWHISG00000000081.1	PIRSF006429	Glutamate synthase large subunit-like protein
AWHISG00000000081.1	PIRSF500060	Glutamate synthase large subunit-like protein, bacteria
AWHISG00000000082.1	PF13409	Glutathione S-transferase, N-terminal
AWHISG00000000082.1	PS50404	Glutathione S-transferase, N-terminal
AWHISG00000000082.1	PS50405	Glutathione S-transferase, C-terminal-like
AWHISG00000000082.1	SFLDS00019	Glutathione transferase family
AWHISG00000000082.1	SSF47616	Glutathione S-transferase, C-terminal domain superfamily
AWHISG00000000082.1	SSF52833	Thioredoxin-like superfamily
AWHISG00000000082.2	PF13409	Glutathione S-transferase, N-terminal
AWHISG00000000082.2	PS50404	Glutathione S-transferase, N-terminal
AWHISG00000000082.2	PS50405	Glutathione S-transferase, C-terminal-like
AWHISG00000000082.2	SFLDS00019	Glutathione transferase family
AWHISG00000000082.2	SSF47616	Glutathione S-transferase, C-terminal domain superfamily
AWHISG00000000082.2	SSF52833	Thioredoxin-like superfamily
AWHISG00000000083.1	PF00112	Peptidase C1A, papain C-terminal
AWHISG00000000083.1	PF08127	Peptidase C1A, propeptide
AWHISG00000000083.1	PR00705	Peptidase C1A, papain C-terminal
AWHISG00000000083.1	PS00139	Cysteine peptidase, cysteine active site
AWHISG00000000083.1	PS00639	Cysteine peptidase, histidine active site
AWHISG00000000083.1	PTHR12411	Peptidase C1A
AWHISG00000000083.1	SM00645	Peptidase C1A, papain C-terminal
AWHISG00000000083.1	SSF54001	Papain-like cysteine peptidase superfamily
AWHISG00000000086.1	PF00566	Rab-GAP-TBC domain
AWHISG00000000086.1	PS50086	Rab-GAP-TBC domain
AWHISG00000000086.1	SM00164	Rab-GAP-TBC domain
AWHISG00000000086.1	SSF47923	Rab-GAP-TBC domain superfamily
AWHISG00000000088.1	cd00038	Cyclic nucleotide-binding domain
AWHISG00000000088.1	G3DSA:1.10.167.10	RGS, subdomain 2
AWHISG00000000088.1	G3DSA:2.60.120.10	RmlC-like jelly roll fold
AWHISG00000000088.1	PF00027	Cyclic nucleotide-binding domain
AWHISG00000000088.1	PF00615	RGS domain
AWHISG00000000088.1	PS50042	Cyclic nucleotide-binding domain
AWHISG00000000088.1	PS50132	RGS domain
AWHISG00000000088.1	SM00100	Cyclic nucleotide-binding domain
AWHISG00000000088.1	SM00315	RGS domain
AWHISG00000000088.1	SSF48097	RGS domain superfamily
AWHISG00000000088.1	SSF51206	Cyclic nucleotide-binding domain superfamily
AWHISG00000000089.1	G3DSA:3.90.190.10	Protein-tyrosine phosphatase-like
AWHISG00000000089.1	PF00782	Dual specificity phosphatase, catalytic domain
AWHISG00000000089.1	PS50054	Dual specificity protein phosphatase domain
AWHISG00000000089.1	PS50056	Tyrosine-specific protein phosphatases domain
AWHISG00000000089.1	SM00195	Dual specificity protein phosphatase domain
AWHISG00000000089.1	SSF52799	Protein-tyrosine phosphatase-like
AWHISG00000000090.1	cd00992	PDZ domain
AWHISG00000000090.1	G3DSA:2.30.42.10	PDZ superfamily
AWHISG00000000090.1	PS50106	PDZ domain
AWHISG00000000090.1	SM00228	PDZ domain
AWHISG00000000090.1	SSF50156	PDZ superfamily
AWHISG00000000093.1	G3DSA:1.25.10.10	Armadillo-like helical
AWHISG00000000093.1	PF03378	Exportin-2, C-terminal
AWHISG00000000093.1	PF03810	Importin-beta, N-terminal domain
AWHISG00000000093.1	PF08506	Exportin-2, central domain
AWHISG00000000093.1	PS50166	Importin-beta, N-terminal domain
AWHISG00000000093.1	SM00913	Importin-beta, N-terminal domain
AWHISG00000000093.1	SSF48371	Armadillo-type fold
AWHISG00000000096.1	PF04749	PLAC8 motif-containing protein
AWHISG00000000096.1	PTHR15907	PLAC8 motif-containing protein
AWHISG00000000096.1	TIGR01571	PLAC8 motif-containing protein
AWHISG00000000097.1	G3DSA:3.90.550.10	Nucleotide-diphospho-sugar transferases
AWHISG00000000097.1	PF00483	Nucleotidyl transferase domain
AWHISG00000000097.1	SSF53448	Nucleotide-diphospho-sugar transferases
AWHISG00000000098.1	PS00028	Zinc finger C2H2-type
AWHISG00000000098.1	PS50157	Zinc finger C2H2-type
AWHISG00000000098.1	SM00355	Zinc finger C2H2-type
AWHISG00000000103.1	G3DSA:3.30.40.10	Zinc finger, RING/FYVE/PHD-type
AWHISG00000000103.1	PF13639	Zinc finger, RING-type
AWHISG00000000103.1	PS50089	Zinc finger, RING-type
AWHISG00000000103.1	SM00184	Zinc finger, RING-type
AWHISG00000000110.1	cd15777	CULT domain
AWHISG00000000110.1	G3DSA:2.30.130.40	Lon protease, N-terminal domain superfamily
AWHISG00000000110.1	PF02190	Lon protease, N-terminal domain
AWHISG00000000110.1	PF03226	Yippee/Mis18/Cereblon
AWHISG00000000110.1	PS51787	Lon protease, N-terminal domain
AWHISG00000000110.1	PS51788	CULT domain
AWHISG00000000110.1	SM00464	Lon protease, N-terminal domain
AWHISG00000000110.1	SSF88697	PUA-like superfamily
AWHISG00000000111.1	G3DSA:1.10.418.10	CH domain superfamily
AWHISG00000000111.1	G3DSA:1.10.506.10	Rho GTPase activation protein
AWHISG00000000111.1	PF00307	Calponin homology domain
AWHISG00000000111.1	PF00612	IQ motif, EF-hand binding site
AWHISG00000000111.1	PF00616	Ras GTPase-activating domain
AWHISG00000000111.1	PF03836	RasGAP protein, C-terminal
AWHISG00000000111.1	PS50018	Ras GTPase-activating domain
AWHISG00000000111.1	PS50021	Calponin homology domain
AWHISG00000000111.1	PS50096	IQ motif, EF-hand binding site
AWHISG00000000111.1	SM00015	IQ motif, EF-hand binding site
AWHISG00000000111.1	SM00033	Calponin homology domain
AWHISG00000000111.1	SM00323	Ras GTPase-activating domain
AWHISG00000000111.1	SSF47576	CH domain superfamily
AWHISG00000000111.1	SSF48350	Rho GTPase activation protein
AWHISG00000000111.1	SSF52540	P-loop containing nucleoside triphosphate hydrolase
AWHISG00000000112.1	G3DSA:3.40.50.1820	Alpha/Beta hydrolase fold
AWHISG00000000112.1	PF00135	Carboxylesterase, type B
AWHISG00000000112.1	PS00122	Carboxylesterase type B, active site
AWHISG00000000112.1	SSF53474	Alpha/Beta hydrolase fold
AWHISG00000000114.1	G3DSA:2.40.70.10	Aspartic peptidase domain superfamily
AWHISG00000000114.1	PF00026	Peptidase family A1 domain
AWHISG00000000114.1	PS51767	Peptidase family A1 domain
AWHISG00000000114.1	SSF50630	Aspartic peptidase domain superfamily
AWHISG00000000115.1	G3DSA:3.30.450.40	GAF-like domain superfamily
AWHISG00000000115.1	PF01590	GAF domain
AWHISG00000000115.1	SM00065	GAF domain
AWHISG00000000115.2	G3DSA:3.30.450.40	GAF-like domain superfamily
AWHISG00000000117.1	G3DSA:3.40.50.300	P-loop containing nucleoside triphosphate hydrolase
AWHISG00000000117.1	PF00270	DEAD/DEAH box helicase domain
AWHISG00000000117.1	PF00271	Helicase, C-terminal domain-like
AWHISG00000000117.1	PS00039	ATP-dependent RNA helicase DEAD-box, conserved site
AWHISG00000000117.1	PS51192	Helicase superfamily 1/2, ATP-binding domain
AWHISG00000000117.1	PS51194	Helicase, C-terminal domain-like
AWHISG00000000117.1	PS51195	RNA helicase, DEAD-box type, Q motif
AWHISG00000000117.1	SM00487	Helicase superfamily 1/2, ATP-binding domain
AWHISG00000000117.1	SM00490	Helicase, C-terminal domain-like
AWHISG00000000117.1	SSF52540	P-loop containing nucleoside triphosphate hydrolase
AWHISG00000000117.2	G3DSA:3.40.50.300	P-loop containing nucleoside triphosphate hydrolase
AWHISG00000000117.2	PF00270	DEAD/DEAH box helicase domain
AWHISG00000000117.2	PF00271	Helicase, C-terminal domain-like
AWHISG00000000117.2	PS00039	ATP-dependent RNA helicase DEAD-box, conserved site
AWHISG00000000117.2	PS51192	Helicase superfamily 1/2, ATP-binding domain
AWHISG00000000117.2	PS51194	Helicase, C-terminal domain-like
AWHISG00000000117.2	PS51195	RNA helicase, DEAD-box type, Q motif
AWHISG00000000117.2	SM00487	Helicase superfamily 1/2, ATP-binding domain
AWHISG00000000117.2	SM00490	Helicase, C-terminal domain-like
AWHISG00000000117.2	SSF52540	P-loop containing nucleoside triphosphate hydrolase
AWHISG00000000118.1	G3DSA:3.80.10.10	Leucine-rich repeat domain superfamily
AWHISG00000000118.1	PF12799	Leucine rich repeat 4
